,,,,HUMI,PRES,TEMP,cbwd,Iws,precipitation
2014,7,10,5,88.78,1002,26,225,6,None
2014,7,10,6,88.86,1002,27,None,1,None
2014,7,10,7,83.82,1002,28,315,2,None
2014,7,10,8,70.36,1002,30,315,4,None
2014,7,10,9,66.45,1003,31,225,3,None
2014,7,10,10,62.79,1002,32,315,3,None
2014,7,10,11,59.36,1002,33,315,5,None
2014,7,10,12,53.11,1001,35,225,2,None
2014,7,10,13,56.14,1001,34,315,4,None
2014,7,10,14,50.01,1001,35,315,7,None
2014,7,10,15,52.86,1000,34,315,11,None
2014,7,10,16,52.86,1000,34,315,15,None
2014,7,10,17,49.75,1000,34,45,3,None
2014,7,10,18,66.66,1001,32,135,4,None
2014,7,10,19,70.54,1002,31,135,7,None
2014,7,10,20,70.36,1002,30,135,10,None
2014,7,10,21,70.36,1003,30,135,13,None
2014,7,10,22,70.36,1003,30,135,17,None
2014,7,10,23,74.52,1002,29,135,20,None
2014,7,11,0,74.52,1003,29,135,23,None
2014,7,11,1,83.82,1002,28,135,26,None
2014,7,11,2,78.97,1002,28,135,29,None
2014,7,11,3,83.71,1002,27,135,31,None
2014,7,11,4,83.71,1002,27,225,2,None
2014,7,11,5,88.86,1002,27,135,1,None
2014,7,11,6,83.82,1003,28,135,3,None
2014,7,11,7,79.11,1003,29,225,1,None
2014,7,11,8,66.45,1003,31,225,3,None
2014,7,11,9,63.01,1003,33,225,5,None
2014,7,11,10,59.59,1003,34,315,3,None
2014,7,11,11,59.36,1003,33,315,6,None
2014,7,11,12,70.54,1002,31,45,6,None
2014,7,11,13,89.02,1003,29,45,11,None
2014,7,11,14,79.38,1002,31,135,4,None
2014,7,11,15,70.54,1002,31,45,5,None
2014,7,11,16,70.73,1002,32,135,4,None
2014,7,11,17,66.66,1002,32,135,7,None
2014,7,11,18,66.66,1002,32,135,11,None
2014,7,11,19,74.85,1003,31,135,15,None
2014,7,11,20,74.69,1003,30,135,19,None
2014,7,11,21,88.7,1004,25,225,1,None
2014,7,11,22,94.25,1004,26,135,1,None
2014,7,11,23,94.29,1003,27,45,1,None
2014,7,12,0,88.94,1003,28,225,2,None
2014,7,12,1,88.94,1003,28,225,4,None
2014,7,12,2,88.94,1002,28,225,6,None
2014,7,12,3,94.29,1002,27,225,8,None
2014,7,12,4,94.29,1002,27,None,0,None
2014,7,12,5,94.29,1002,27,315,1,None
2014,7,12,6,88.94,1003,28,225,1,None
2014,7,12,7,83.94,1003,29,None,1,None
2014,7,12,8,79.38,1003,31,None,2,None
2014,7,12,9,70.73,1003,32,315,2,None
2014,7,12,10,66.86,1003,33,315,4,None
2014,7,12,11,59.59,1003,34,None,2,None
2014,7,12,12,59.59,1002,34,315,4,None
2014,7,12,13,53.36,1001,36,225,3,None
2014,7,12,14,56.62,1001,36,225,6,None
2014,7,12,15,69.98,1001,28,45,7,None
2014,7,12,16,74.35,1001,28,45,14,None
2014,7,12,17,94.2,1002,25,315,7,None
2014,7,12,18,94.2,1001,25,45,4,None
2014,7,12,19,88.86,1002,27,45,7,None
2014,7,12,20,88.86,1003,27,315,6,None
2014,7,12,21,100,1003,24,45,6,None
2014,7,12,22,94.2,1003,25,135,3,None
2014,7,12,23,94.2,1003,25,225,3,None
2014,7,13,0,94.2,1002,25,315,3,None
2014,7,13,1,94.2,1003,25,225,4,None
2014,7,13,2,94.2,1003,25,225,7,None
2014,7,13,3,94.2,1003,25,225,9,None
2014,7,13,4,94.2,1003,25,315,3,None
2014,7,13,5,88.7,1004,25,315,7,None
2014,7,13,6,88.62,1005,24,315,12,None
2014,7,13,7,88.62,1005,24,315,16,None
2014,7,13,8,88.62,1006,24,315,20,None
2014,7,13,9,88.62,1006,24,315,26,None
2014,7,13,10,88.62,1006,24,315,31,None
2014,7,13,11,88.62,1006,24,45,3,None
2014,7,13,12,88.7,1006,25,45,5,None
2014,7,13,13,78.68,1006,26,45,7,None
2014,7,13,14,78.68,1006,26,45,9,None
2014,7,13,15,69.79,1005,27,45,12,None
2014,7,13,16,69.79,1006,27,45,13,None
2014,7,13,17,83.6,1005,26,135,4,None
2014,7,13,18,88.7,1005,25,135,8,None
2014,7,13,19,88.7,1006,25,225,3,None
2014,7,13,20,88.7,1006,25,225,6,None
2014,7,13,21,88.62,1007,24,225,8,None
2014,7,13,22,94.16,1007,24,225,10,None
2014,7,13,23,88.62,1007,24,315,2,None
2014,7,14,0,88.62,1007,24,225,2,None
2014,7,14,1,88.62,1007,24,135,2,None
2014,7,14,2,88.62,1007,24,225,2,None
2014,7,14,3,94.16,1007,24,225,4,None
2014,7,14,4,88.62,1007,24,45,1,None
2014,7,14,5,88.62,1007,24,None,0,None
2014,7,14,6,94.16,1007,24,225,1,None
2014,7,14,7,83.6,1008,26,225,3,None
2014,7,14,8,74.19,1008,27,225,4,None
2014,7,14,9,69.98,1008,28,None,2,None
2014,7,14,10,65.83,1008,28,225,2,None
2014,7,14,11,62.13,1008,29,135,2,None
2014,7,14,12,58.65,1008,30,135,5,None
2014,7,14,13,55.4,1008,31,225,3,None
2014,7,14,14,62.57,1007,31,225,7,None
2014,7,14,15,62.35,1007,30,225,11,None
2014,7,14,16,66.25,1007,30,135,4,None
2014,7,14,17,70.17,1007,29,135,9,None
2014,7,14,18,70.17,1006,29,135,12,None
2014,7,14,19,74.35,1007,28,135,17,None
2014,7,14,20,74.19,1008,27,135,22,None
2014,7,14,21,78.68,1009,26,135,28,None
2014,7,14,22,83.6,1009,26,135,33,None
2014,7,14,23,83.6,1008,26,135,37,None
2014,7,15,0,88.7,1008,25,135,41,None
2014,7,15,1,88.7,1008,25,135,43,None
2014,7,15,2,83.6,1008,26,None,1,None
2014,7,15,3,88.7,1007,25,135,3,None
2014,7,15,4,88.7,1007,25,135,6,None
2014,7,15,5,94.2,1008,25,135,9,None
2014,7,15,6,88.7,1007,25,135,12,None
2014,7,15,7,94.2,1008,25,45,2,None
2014,7,15,8,100,1009,23,45,6,None
2014,7,15,9,94.07,1009,22,45,11,None
2014,7,15,10,94.07,1009,22,45,15,None
2014,7,15,11,94.07,1009,22,45,19,None
2014,7,15,12,94.07,1009,22,45,21,None
2014,7,15,13,94.12,1009,23,None,0,None
2014,7,15,14,94.12,1009,23,135,2,None
2014,7,15,15,94.12,1008,23,135,5,None
2014,7,15,16,94.12,1008,23,225,3,None
2014,7,15,17,88.62,1008,24,225,6,None
2014,7,15,18,88.62,1008,24,135,1,None
2014,7,15,19,88.62,1008,24,225,2,None
2014,7,15,20,88.62,1008,24,135,2,None
2014,7,15,21,94.16,1009,24,135,4,None
2014,7,15,22,94.16,1009,24,135,6,None
2014,7,15,23,94.16,1009,24,135,8,None
2014,7,16,0,94.16,1009,24,225,2,None
2014,7,16,1,94.16,1009,24,225,5,None
2014,7,16,2,94.16,1008,24,225,6,None
2014,7,16,3,94.16,1009,24,225,9,None
2014,7,16,4,100,1009,24,225,10,None
2014,7,16,5,100,1009,24,135,2,None
2014,7,16,6,94.2,1009,25,225,2,None
2014,7,16,7,94.2,1009,25,135,2,None
2014,7,16,8,88.86,1010,27,225,2,None
2014,7,16,9,78.97,1009,28,225,5,None
2014,7,16,10,74.52,1009,29,225,8,None
2014,7,16,11,70.36,1009,30,225,12,None
2014,7,16,12,62.57,1009,31,225,14,None
2014,7,16,13,58.89,1009,31,225,17,None
2014,7,16,14,62.57,1009,31,225,20,None
2014,7,16,15,62.57,1008,31,315,3,None
2014,7,16,16,62.57,1008,31,225,2,None
2014,7,16,17,66.25,1008,30,225,5,None
2014,7,16,18,66.25,1008,30,225,7,None
2014,7,16,19,70.17,1008,29,45,2,None
2014,7,16,20,78.97,1008,28,None,1,None
2014,7,16,21,78.97,1009,28,225,1,None
2014,7,16,22,83.82,1010,28,225,3,None
2014,7,16,23,83.82,1010,28,135,2,None
2014,7,17,0,88.86,1009,27,135,6,None
2014,7,17,1,88.86,1008,27,135,10,None
2014,7,17,2,88.86,1008,27,135,15,None
2014,7,17,3,83.71,1008,27,135,19,None
2014,7,17,4,83.71,1008,27,135,23,None
2014,7,17,5,83.71,1008,27,225,4,None
2014,7,17,6,83.71,1008,27,225,8,None
2014,7,17,7,78.97,1009,28,225,11,None
2014,7,17,8,74.52,1009,29,225,15,None
2014,7,17,9,70.36,1009,30,225,20,None
2014,7,17,10,62.79,1009,32,225,25,None
2014,7,17,11,62.79,1009,32,225,30,None
2014,7,17,12,59.36,1008,33,225,34,None
2014,7,17,13,55.89,1008,33,135,5,None
2014,7,17,14,49.75,1008,34,225,5,None
2014,7,17,15,50.01,1008,35,225,10,None
2014,7,17,16,63.01,1008,33,135,5,None
2014,7,17,17,66.66,1008,32,135,10,None
2014,7,17,18,70.54,1008,31,135,15,None
2014,7,17,19,74.69,1009,30,135,20,None
2014,7,17,20,79.11,1009,29,135,26,None
2014,7,17,21,79.11,1010,29,135,31,None
2014,7,17,22,79.11,1009,29,135,37,None
2014,7,17,23,88.94,1009,28,135,44,None
2014,7,18,0,83.82,1009,28,135,48,None
2014,7,18,1,83.82,1009,28,135,53,None
2014,7,18,2,83.82,1009,28,135,58,None
2014,7,18,3,83.82,1009,28,135,62,None
2014,7,18,4,83.82,1009,28,135,67,None
2014,7,18,5,83.82,1009,28,135,71,None
2014,7,18,6,83.82,1009,28,135,76,None
2014,7,18,7,83.82,1009,28,135,81,None
2014,7,18,8,79.11,1010,29,135,85,None
2014,7,18,9,74.69,1010,30,225,6,None
2014,7,18,10,70.54,1010,31,135,5,None
2014,7,18,11,59.36,1010,33,225,4,None
2014,7,18,12,59.36,1010,33,225,7,None
2014,7,18,13,59.36,1010,33,135,4,None
2014,7,18,14,59.36,1009,33,135,7,None
2014,7,18,15,59.36,1009,33,135,11,None
2014,7,18,16,59.36,1009,33,135,15,None
2014,7,18,17,66.66,1009,32,135,21,None
2014,7,18,18,74.85,1008,31,135,27,None
2014,7,18,19,74.69,1009,30,135,33,None
2014,7,18,20,79.11,1009,29,135,39,None
2014,7,18,21,79.11,1010,29,135,45,None
2014,7,18,22,79.11,1010,29,135,51,None
2014,7,18,23,83.82,1010,28,135,56,None
2014,7,19,0,83.82,1010,28,135,62,None
2014,7,19,1,83.82,1010,28,135,67,None
2014,7,19,2,83.82,1009,28,135,72,None
2014,7,19,3,83.82,1009,28,135,75,None
2014,7,19,4,83.82,1009,28,135,79,None
2014,7,19,5,83.82,1010,28,135,83,None
2014,7,19,6,83.82,1010,28,135,86,None
2014,7,19,7,83.82,1011,28,135,90,None
2014,7,19,8,79.11,1011,29,135,94,None
2014,7,19,9,74.69,1011,30,135,98,None
2014,7,19,10,70.54,1011,31,135,103,None
2014,7,19,11,66.66,1011,32,225,5,None
2014,7,19,12,66.66,1010,32,225,10,None
2014,7,19,13,56.38,1010,35,225,15,None
2014,7,19,14,63.01,1010,33,135,3,None
2014,7,19,15,59.59,1010,34,225,4,None
2014,7,19,16,59.59,1009,34,135,3,None
2014,7,19,17,63.01,1009,33,135,8,None
2014,7,19,18,66.66,1009,32,135,12,None
2014,7,19,19,70.54,1009,31,135,17,None
2014,7,19,20,74.69,1010,30,135,21,None
2014,7,19,21,74.69,1011,30,135,24,None
2014,7,19,22,79.11,1011,29,135,28,None
2014,7,19,23,79.11,1010,29,135,32,None
2014,7,20,0,83.82,1010,28,135,36,None
2014,7,20,1,83.82,1010,28,135,40,None
2014,7,20,2,88.86,1010,27,135,43,None
2014,7,20,3,88.86,1009,27,135,46,None
2014,7,20,4,88.86,1010,27,135,49,None
2014,7,20,5,88.86,1010,27,135,52,None
2014,7,20,6,88.86,1010,27,135,55,None
2014,7,20,7,83.94,1010,29,135,57,None
2014,7,20,8,74.69,1010,30,225,3,None
2014,7,20,9,74.85,1010,31,135,2,None
2014,7,20,10,70.73,1010,32,225,2,None
2014,7,20,11,63.01,1010,33,225,5,None
2014,7,20,12,56.38,1009,35,135,2,None
2014,7,20,13,53.36,1008,36,225,3,None
2014,7,20,14,50.27,1008,36,135,3,None
2014,7,20,15,50.27,1007,36,135,7,None
2014,7,20,16,53.11,1007,35,135,11,None
2014,7,20,17,53.11,1007,35,135,16,None
2014,7,20,18,63.01,1007,33,135,21,None
2014,7,20,19,66.66,1008,32,135,25,None
2014,7,20,20,70.54,1008,31,135,29,None
2014,7,20,21,74.69,1008,30,135,34,None
2014,7,20,22,79.11,1008,29,135,39,None
2014,7,20,23,83.82,1008,28,135,44,None
2014,7,21,0,83.82,1008,28,135,49,None
2014,7,21,1,83.82,1007,28,135,53,None
2014,7,21,2,83.82,1007,28,135,56,None
2014,7,21,3,88.86,1006,27,135,59,None
2014,7,21,4,88.86,1007,27,135,62,None
2014,7,21,5,88.86,1007,27,135,66,None
2014,7,21,6,88.86,1007,27,135,70,None
2014,7,21,7,83.82,1007,28,135,74,None
2014,7,21,8,79.11,1008,29,135,78,None
2014,7,21,9,74.85,1007,31,225,4,None
2014,7,21,10,66.66,1007,32,135,4,None
2014,7,21,11,63.01,1007,33,225,4,None
2014,7,21,12,63.01,1007,33,135,3,None
2014,7,21,13,59.59,1006,34,135,7,None
2014,7,21,14,52.86,1005,34,135,12,None
2014,7,21,15,52.86,1005,34,135,16,None
2014,7,21,16,56.14,1005,34,135,20,None
2014,7,21,17,56.14,1005,34,135,24,None
2014,7,21,18,66.66,1005,32,135,30,None
2014,7,21,19,70.54,1005,31,135,35,None
2014,7,21,20,74.69,1006,30,135,40,None
2014,7,21,21,74.52,1006,29,135,45,None
2014,7,21,22,74.52,1006,29,135,50,None
2014,7,21,23,74.52,1007,29,135,55,None
2014,7,22,0,78.97,1006,28,135,61,None
2014,7,22,1,83.82,1005,28,135,67,None
2014,7,22,2,83.82,1005,28,135,71,None
2014,7,22,3,83.82,1005,28,135,76,None
2014,7,22,4,88.86,1005,27,135,80,None
2014,7,22,5,88.86,1006,27,135,84,None
2014,7,22,6,83.82,1005,28,135,88,None
2014,7,22,7,79.11,1006,29,135,93,None
2014,7,22,8,74.69,1006,30,135,98,None
2014,7,22,9,66.66,1006,32,135,102,None
2014,7,22,10,66.66,1006,32,135,107,None
2014,7,22,11,63.01,1006,33,135,112,None
2014,7,22,12,59.59,1005,34,225,6,None
2014,7,22,13,56.38,1005,35,225,12,None
2014,7,22,14,50.01,1004,35,225,16,None
2014,7,22,15,53.11,1004,35,135,4,None
2014,7,22,16,47.07,1003,35,135,9,None
2014,7,22,17,56.14,1003,34,135,15,None
2014,7,22,18,62.79,1004,32,135,22,None
2014,7,22,19,66.45,1005,31,135,29,None
2014,7,22,20,70.36,1005,30,135,35,None
2014,7,22,21,74.52,1005,29,135,40,None
2014,7,22,22,79.11,1005,29,135,46,None
2014,7,22,23,79.11,1005,29,135,52,None
2014,7,23,0,83.82,1005,28,135,57,None
2014,7,23,1,83.82,1004,28,135,62,None
2014,7,23,2,88.94,1004,28,135,66,None
2014,7,23,3,88.94,1004,28,135,70,None
2014,7,23,4,88.94,1004,28,135,74,None
2014,7,23,5,88.94,1004,28,135,78,None
2014,7,23,6,83.94,1004,29,135,81,None
2014,7,23,7,79.25,1005,30,135,86,None
2014,7,23,8,79.25,1004,30,135,92,None
2014,7,23,9,70.73,1004,32,135,97,None
2014,7,23,10,66.66,1004,32,135,104,None
2014,7,23,11,59.59,1004,34,135,110,None
2014,7,23,12,59.59,1003,34,135,117,None
2014,7,23,13,59.59,1003,34,135,123,None
2014,7,23,14,56.38,1002,35,225,7,None
2014,7,23,15,59.59,1002,34,135,8,None
2014,7,23,16,63.23,1002,34,135,15,None
2014,7,23,17,63.01,1001,33,135,22,None
2014,7,23,18,70.73,1002,32,135,28,None
2014,7,23,19,70.54,1002,31,135,34,None
2014,7,23,20,74.85,1003,31,135,40,None
2014,7,23,21,79.25,1003,30,135,46,None
2014,7,23,22,79.25,1003,30,135,52,None
2014,7,23,23,79.25,1002,30,135,58,None
2014,7,24,0,79.25,1002,30,135,64,None
2014,7,24,1,83.94,1002,29,135,69,None
2014,7,24,2,83.94,1001,29,135,74,None
2014,7,24,3,83.94,1001,29,135,80,None
2014,7,24,4,83.94,1000,29,135,86,None
2014,7,24,5,79.11,1001,29,135,91,None
2014,7,24,6,83.94,1001,29,135,97,None
2014,7,24,7,79.25,1001,30,135,103,None
2014,7,24,8,79.25,1001,30,135,109,None
2014,7,24,9,74.85,1000,31,135,115,None
2014,7,24,10,66.66,1001,32,135,123,None
2014,7,24,11,63.01,1001,33,135,131,None
2014,7,24,12,63.01,1000,33,135,139,None
2014,7,24,13,63.01,999,33,135,147,None
2014,7,24,14,66.66,999,32,135,157,None
2014,7,24,15,66.66,998,32,135,166,None
2014,7,24,16,66.66,997,32,135,175,None
2014,7,24,17,70.54,997,31,135,185,None
2014,7,24,18,70.54,996,31,135,193,None
2014,7,24,19,70.36,997,30,135,203,None
2014,7,24,20,70.36,996,30,135,213,None
2014,7,24,21,74.69,997,30,135,223,None
2014,7,24,22,70.36,997,30,135,232,None
2014,7,24,23,70.36,997,30,135,240,None
2014,7,25,0,70.36,997,30,135,247,None
2014,7,25,1,70.36,996,30,135,256,None
2014,7,25,2,70.36,996,30,135,266,None
2014,7,25,3,70.36,995,30,135,276,None
2014,7,25,4,70.36,995,30,225,11,None
2014,7,25,5,70.36,996,30,225,20,None
2014,7,25,6,70.36,996,30,225,29,None
2014,7,25,7,78.97,998,28,225,39,0
2014,7,25,8,74.52,999,29,225,50,0.3
2014,7,25,9,83.82,1000,28,225,58,0.1
2014,7,25,10,83.82,1001,28,225,67,0
2014,7,25,11,83.82,1001,28,225,76,0
2014,7,25,12,79.11,1002,29,225,84,0
2014,7,25,13,74.69,1002,30,225,91,0
2014,7,25,14,70.54,1003,31,225,97,0
2014,7,25,15,66.66,1003,32,225,104,0
2014,7,25,16,66.66,1003,32,225,109,0
2014,7,25,17,70.54,1004,31,225,114,0
2014,7,25,18,74.85,1004,31,225,118,0
2014,7,25,19,74.69,1005,30,225,122,0
2014,7,25,20,74.69,1006,30,315,2,0
2014,7,25,21,74.52,1007,29,315,7,0
2014,7,25,22,78.97,1008,28,45,4,0
2014,7,25,23,74.52,1008,29,45,6,0
2014,7,26,0,66.04,1008,29,45,9,0
2014,7,26,1,74.35,1008,28,45,11,0
2014,7,26,2,74.35,1008,28,45,14,0
2014,7,26,3,83.71,1008,27,45,16,0
2014,7,26,4,74.35,1008,28,45,20,0
2014,7,26,5,74.35,1009,28,45,22,0
2014,7,26,6,74.35,1009,28,45,24,0
2014,7,26,7,70.17,1010,29,45,26,0
2014,7,26,8,70.17,1010,29,45,28,0
2014,7,26,9,66.25,1010,30,45,30,0
2014,7,26,10,70.36,1011,30,45,33,0
2014,7,26,11,66.45,1010,31,45,36,0
2014,7,26,12,66.66,1010,32,45,40,0
2014,7,26,13,59.36,1010,33,45,42,0
2014,7,26,14,59.36,1010,33,135,4,0
2014,7,26,15,70.54,1009,31,45,5,0
2014,7,26,16,70.54,1009,31,45,9,0
2014,7,26,17,70.36,1009,30,45,13,0
2014,7,26,18,79.11,1009,29,45,17,0.1
2014,7,26,19,78.97,1010,28,45,20,0
2014,7,26,20,78.97,1010,28,45,24,0
2014,7,26,21,78.97,1011,28,45,28,0
2014,7,26,22,78.97,1011,28,45,31,0
2014,7,26,23,83.71,1011,27,45,34,0
2014,7,27,0,83.71,1011,27,45,36,0
2014,7,27,1,83.71,1010,27,45,38,0
2014,7,27,2,78.97,1010,28,45,40,0
2014,7,27,3,88.86,1009,27,45,41,0
2014,7,27,4,88.86,1010,27,None,1,0
2014,7,27,5,88.86,1010,27,45,1,0
2014,7,27,6,88.86,1010,27,45,3,0
2014,7,27,7,83.82,1011,28,45,5,0
2014,7,27,8,83.82,1011,28,45,8,0
2014,7,27,9,79.11,1011,29,45,11,0
2014,7,27,10,79.25,1010,30,45,14,0
2014,7,27,11,79.38,1010,31,45,16,0
2014,7,27,12,70.73,1009,32,None,4,0
2014,7,27,13,66.86,1008,33,45,3,0
2014,7,27,14,66.86,1007,33,45,9,0
2014,7,27,15,63.01,1006,33,45,15,0
2014,7,27,16,74.69,1007,30,45,19,0.3
2014,7,27,17,83.82,1006,28,225,4,0.2
2014,7,27,18,88.86,1008,27,315,5,10.6
2014,7,27,19,100,1008,24,225,3,3
2014,7,27,20,100,1008,24,135,1,2.7
2014,7,27,21,94.2,1008,25,135,3,0.7
2014,7,27,22,94.16,1008,24,225,3,0.1
2014,7,27,23,94.16,1007,24,225,5,0
2014,7,28,0,94.16,1007,24,225,8,0
2014,7,28,1,94.16,1007,24,225,12,0
2014,7,28,2,94.16,1007,24,315,2,0
2014,7,28,3,88.7,1007,25,315,4,0
2014,7,28,4,94.2,1007,25,315,6,0
2014,7,28,5,94.2,1007,25,45,2,None
2014,7,28,6,94.2,1007,25,None,0,0
2014,7,28,7,88.78,1008,26,None,0,0
2014,7,28,8,83.71,1008,27,45,2,0
2014,7,28,9,78.97,1008,28,315,3,0
2014,7,28,10,70.17,1008,29,45,2,0
2014,7,28,11,66.25,1007,30,225,3,0
2014,7,28,12,62.79,1006,32,None,2,0
2014,7,28,13,59.36,1006,33,225,2,0
2014,7,28,14,55.89,1005,33,315,2,0
2014,7,28,15,55.89,1005,33,315,5,0
2014,7,28,16,55.89,1004,33,315,7,0
2014,7,28,17,62.79,1004,32,45,4,0
2014,7,28,18,70.54,1004,31,45,8,0
2014,7,28,19,74.69,1005,30,135,4,0
2014,7,28,20,79.11,1005,29,135,8,0
2014,7,28,21,79.11,1006,29,135,12,0
2014,7,28,22,83.82,1006,28,135,15,0
2014,7,28,23,78.97,1005,28,135,18,0
2014,7,29,0,83.82,1005,28,135,21,0
2014,7,29,1,83.82,1005,28,135,24,0
2014,7,29,2,83.82,1006,28,135,27,0
2014,7,29,3,83.82,1006,28,135,30,0
2014,7,29,4,83.82,1006,28,135,33,0
2014,7,29,5,88.86,1006,27,135,36,0
2014,7,29,6,88.86,1007,27,135,39,0
2014,7,29,7,83.82,1007,28,135,42,0
2014,7,29,8,79.11,1007,29,135,45,0
2014,7,29,9,70.54,1007,31,135,48,0
2014,7,29,10,66.66,1007,32,135,51,0
2014,7,29,11,66.66,1006,32,225,3,0
2014,7,29,12,59.59,1006,34,225,8,0
2014,7,29,13,59.59,1005,34,135,5,0
2014,7,29,14,56.14,1005,34,225,6,0
2014,7,29,15,56.14,1005,34,225,12,0
2014,7,29,16,52.86,1005,34,225,18,0
2014,7,29,17,63.01,1004,33,135,5,0
2014,7,29,18,66.66,1005,32,135,10,0
2014,7,29,19,66.45,1005,31,135,17,0
2014,7,29,20,70.36,1006,30,135,23,0
2014,7,29,21,74.69,1006,30,135,30,0
2014,7,29,22,79.11,1006,29,135,36,0
2014,7,29,23,79.11,1007,29,135,43,0
2014,7,30,0,79.11,1007,29,135,49,0
2014,7,30,1,83.82,1006,28,135,55,0
2014,7,30,2,83.82,1006,28,135,62,0
2014,7,30,3,83.82,1006,28,135,68,0
2014,7,30,4,83.82,1006,28,135,73,0
2014,7,30,5,83.82,1006,28,135,78,0
2014,7,30,6,88.94,1007,28,135,82,0
2014,7,30,7,79.11,1007,29,135,87,0
2014,7,30,8,74.69,1007,30,135,92,0
2014,7,30,9,66.66,1007,32,135,99,0
2014,7,30,10,63.01,1007,33,225,5,0
2014,7,30,11,63.01,1007,33,135,5,None
2014,7,30,12,56.14,1006,34,135,11,None
2014,7,30,13,59.59,1006,34,225,5,0
2014,7,30,14,53.11,1005,35,225,10,0
2014,7,30,15,56.14,1005,34,135,6,0
2014,7,30,16,56.14,1004,34,135,12,0
2014,7,30,17,63.01,1004,33,135,17,0
2014,7,30,18,62.79,1004,32,135,23,0
2014,7,30,19,70.54,1005,31,135,28,0
2014,7,30,20,74.69,1005,30,135,33,0
2014,7,30,21,74.69,1005,30,135,38,0
2014,7,30,22,83.94,1006,29,135,43,0
2014,7,30,23,83.94,1006,29,135,47,0
2014,7,31,0,79.25,1005,30,135,51,0
2014,7,31,1,83.94,1005,29,135,55,0
2014,7,31,2,83.94,1005,29,45,4,0
2014,7,31,3,83.94,1004,29,135,5,0
2014,7,31,4,83.94,1005,29,135,10,0
2014,7,31,5,83.94,1005,29,45,4,0
2014,7,31,6,83.94,1005,29,135,3,0
2014,7,31,7,74.69,1004,30,45,6,0
2014,7,31,8,70.54,1004,31,45,11,0
2014,7,31,9,62.79,1004,32,45,16,0
2014,7,31,10,59.36,1004,33,45,22,0
2014,7,31,11,59.36,1004,33,45,28,0
2014,7,31,12,59.36,1004,33,45,34,0
2014,7,31,13,59.36,1003,33,45,40,0
2014,7,31,14,62.79,1003,32,45,47,0
2014,7,31,15,59.36,1002,33,45,54,0
2014,7,31,16,66.66,1002,32,45,61,0.1
2014,7,31,17,62.57,1002,31,45,69,0
2014,7,31,18,70.36,1002,30,45,76,0
2014,7,31,19,70.36,1002,30,45,81,0
2014,7,31,20,70.36,1002,30,45,88,0
2014,7,31,21,74.52,1002,29,45,96,0
2014,7,31,22,79.11,1002,29,45,100,0.8
2014,7,31,23,88.86,1002,27,45,106,0
2014,8,1,0,78.97,1001,28,45,112,0.2
2014,8,1,1,83.71,1000,27,45,117,0
2014,8,1,2,78.97,1000,28,45,122,0.8
2014,8,1,3,83.71,999,27,45,127,0.8
2014,8,1,4,94.25,999,26,45,133,1.9
2014,8,1,5,94.25,999,26,45,137,0
2014,8,1,6,88.86,999,27,45,142,5.6
2014,8,1,7,94.25,999,26,45,147,4.8
2014,8,1,8,94.25,999,26,45,153,5.6
2014,8,1,9,94.25,999,26,45,160,1.5
2014,8,1,10,94.25,999,26,45,168,2.9
2014,8,1,11,94.25,998,26,45,175,1.9
2014,8,1,12,94.25,998,26,45,182,0.1
2014,8,1,13,94.25,998,26,45,189,1.1
2014,8,1,14,88.78,997,26,45,197,0
2014,8,1,15,83.71,997,27,45,206,0
2014,8,1,16,83.71,997,27,45,213,0.6
2014,8,1,17,83.71,997,27,45,221,0.4
2014,8,1,18,88.78,996,26,45,228,0.3
2014,8,1,19,88.78,997,26,45,234,0
2014,8,1,20,88.78,996,26,45,240,0
2014,8,1,21,88.78,997,26,45,247,0
2014,8,1,22,83.71,996,27,45,254,0
2014,8,1,23,78.82,996,27,45,262,0
2014,8,2,0,83.6,995,26,315,8,0.3
2014,8,2,1,83.6,995,26,45,9,0.9
2014,8,2,2,88.78,994,26,315,8,2.3
2014,8,2,3,94.2,994,25,315,16,0.6
2014,8,2,4,94.2,994,25,315,25,1.1
2014,8,2,5,94.2,994,25,315,32,1.3
2014,8,2,6,94.2,995,25,315,40,0.8
2014,8,2,7,94.2,995,25,315,48,0.5
2014,8,2,8,88.78,995,26,315,57,0.1
2014,8,2,9,88.86,995,27,315,64,0.1
2014,8,2,10,88.86,995,27,315,72,0.6
2014,8,2,11,94.25,995,26,315,81,0.1
2014,8,2,12,88.86,996,27,315,89,0
2014,8,2,13,83.82,995,28,315,96,1.9
2014,8,2,14,88.78,995,26,315,106,0
2014,8,2,15,88.94,995,28,315,114,0
2014,8,2,16,79.11,995,29,315,123,0
2014,8,2,17,74.52,995,29,315,130,0
2014,8,2,18,74.52,996,29,315,137,0
2014,8,2,19,74.52,997,29,315,142,0
2014,8,2,20,74.35,997,28,315,148,0
2014,8,2,21,83.82,998,28,315,152,0
2014,8,2,22,83.71,998,27,315,156,0
2014,8,2,23,83.71,998,27,315,161,0
2014,8,3,0,94.25,998,26,225,4,0
2014,8,3,1,83.71,998,27,315,4,0
2014,8,3,2,88.86,998,27,315,9,0
2014,8,3,3,88.86,999,27,315,14,0
2014,8,3,4,88.86,999,27,315,18,0
2014,8,3,5,88.86,999,27,315,22,0.1
2014,8,3,6,88.86,1000,27,225,4,0
2014,8,3,7,88.86,1000,27,225,8,0
2014,8,3,8,79.11,1000,29,315,6,0
2014,8,3,9,74.69,1000,30,315,13,0
2014,8,3,10,74.85,1000,31,315,19,0
